Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,20.25,5.06,M,56
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,101,NEW ZEALAND,9.9,5.94,,58
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,100,NEW ZEALAND,29.7,17.82,,58
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,17,MALAYSIA,29.7,17.82,,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,37,MALAYSIA,39.6,23.76,,53
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,135,AUSTRALIA,108.9,65.34,,67
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,52,AUSTRALIA,99,59.4,,53
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,153,ITALY,49.5,29.7,,40
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,93,ITALY,29.7,17.82,,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,72,NORWAY,59.4,35.64,,29
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,8,MALAYSIA,9.9,5.94,,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5,MALAYSIA,9.9,5.94,,63
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,328,AUSTRALIA,59.4,35.64,,40
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,65,"KOREA, REPUBLIC OF",19.8,11.88,,25
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,22,MALAYSIA,29.7,17.82,,42
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,276,CANADA,0,0,,28
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,37,THAILAND,21,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,43,JAPAN,82,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,FRANCE,112,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,71,CHINA,35,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,103,VIET NAM,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12,THAILAND,20,0,,28
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,28,SINGAPORE,57,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,47,ISRAEL,110,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,CHINA,27,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,3,MALAYSIA,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,106,JAPAN,32,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25,INDONESIA,63,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4,MALAYSIA,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,MALAYSIA,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Yes,51,PHILIPPINES,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,63,JAPAN,38,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,48,INDONESIA,20,0,,50
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15,CAMBODIA,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,48,INDONESIA,20,0,,50
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,123,VIET NAM,38,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,42,INDONESIA,112,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,MALAYSIA,20,0,,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,30,SINGAPORE,45,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,HONG KONG,28,0,,59
EPX,Travel Agency,Online,Cancellation Plan,No,41,PHILIPPINES,16,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,9,MYANMAR,25,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,108,AUSTRALIA,60,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,46,MALAYSIA,12,0,,26
EPX,Travel Agency,Online,Cancellation Plan,No,51,FRANCE,51,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,43,INDONESIA,10,0,,40
EPX,Travel Agency,Online,Cancellation Plan,No,90,JAPAN,47,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,23,INDONESIA,14,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,8,MALAYSIA,16,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,67,NEW ZEALAND,0,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,46,INDIA,12,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,10,UNITED KINGDOM,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,6,CHINA,51,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,CHINA,10,0,,28
EPX,Travel Agency,Online,Cancellation Plan,No,64,PHILIPPINES,16,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,108,THAILAND,27,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,77,FINLAND,57,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,40,VIET NAM,17,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,SINGAPORE,10,0,,40
EPX,Travel Agency,Online,Cancellation Plan,No,3,UNITED STATES,10,0,,21
EPX,Travel Agency,Online,Cancellation Plan,No,1,SINGAPORE,12,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,72,"KOREA, REPUBLIC OF",37,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,13,JAPAN,21,0,,44
EPX,Travel Agency,Online,Cancellation Plan,No,73,UNITED STATES,80,0,,54
EPX,Travel Agency,Online,Cancellation Plan,No,151,UNITED STATES,80,0,,54
EPX,Travel Agency,Online,Cancellation Plan,No,2,SINGAPORE,37,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,42,CHINA,13,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,9,CANADA,0,0,,38
EPX,Travel Agency,Online,Cancellation Plan,No,23,JAPAN,21,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,198,SINGAPORE,0,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,6,PHILIPPINES,17,0,,49
EPX,Travel Agency,Online,Cancellation Plan,No,25,INDONESIA,10,0,,28
EPX,Travel Agency,Online,Cancellation Plan,No,27,INDIA,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,27,BANGLADESH,59,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,10,PHILIPPINES,18,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,36,SINGAPORE,42,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,13,MALAYSIA,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,100,MALAYSIA,10,0,,40
EPX,Travel Agency,Online,Cancellation Plan,No,37,VIET NAM,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,34,INDIA,13,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,8,MALAYSIA,10,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,8,MALAYSIA,20,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,53,UNITED KINGDOM,20,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2,THAILAND,20,0,,33
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2,VIET NAM,20,0,,33
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,6,SINGAPORE,20,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,4,VIET NAM,20,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2,PHILIPPINES,20,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,9,UNITED STATES,34,0,,44
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,6,UNITED STATES,23,0,,49
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,25,LAO PEOPLE'S DEMOCRATIC REPUBLIC,23,0,,36
JWT,Airlines,Online,Value Plan,No,25,INDIA,60,24,M,118
KML,Travel Agency,Online,Value Plan,No,8,INDONESIA,22,8.36,M,48
KML,Travel Agency,Online,Value Plan,No,37,GERMANY,109,41.42,F,48
KML,Travel Agency,Online,Value Plan,No,57,DENMARK,75,28.5,M,48
RAB,Airlines,Online,Value Plan,No,30,BRUNEI DARUSSALAM,31,12.4,F,31
RAB,Airlines,Online,Value Plan,No,12,BRUNEI DARUSSALAM,15,6,F,57
SSI,Airlines,Online,Ticket Protector,No,20,SINGAPORE,4.12,1.16,,48
SSI,Airlines,Online,Ticket Protector,No,77,SINGAPORE,7.92,2.22,,48
SSI,Airlines,Online,Ticket Protector,No,114,SINGAPORE,6.69,1.88,,48
SSI,Airlines,Online,Ticket Protector,No,49,SINGAPORE,1.98,0.56,,48
SSI,Airlines,Online,Ticket Protector,No,48,SINGAPORE,2.76,0.77,,48
SSI,Airlines,Online,Ticket Protector,No,106,SINGAPORE,4.42,1.24,,48
SSI,Airlines,Online,Ticket Protector,No,15,SINGAPORE,2.45,0.69,,48
JZI,Airlines,Online,Basic Plan,No,28,CHINA,35,12.25,F,37
JZI,Airlines,Online,Basic Plan,No,71,"KOREA, REPUBLIC OF",35,12.25,F,29
JZI,Airlines,Online,Basic Plan,No,7,THAILAND,18,6.3,F,20
JZI,Airlines,Online,Basic Plan,No,9,HONG KONG,26,9.1,F,39
JZI,Airlines,Online,Basic Plan,No,45,MYANMAR,18,6.3,F,31
JZI,Airlines,Online,Basic Plan,No,25,CHINA,35,12.25,F,27
JZI,Airlines,Online,Basic Plan,No,2,MALAYSIA,18,6.3,M,42
JZI,Airlines,Online,Basic Plan,No,8,THAILAND,18,6.3,F,27
JZI,Airlines,Online,Basic Plan,No,7,MALAYSIA,18,6.3,M,42
JZI,Airlines,Online,Basic Plan,No,9,MALAYSIA,18,6.3,F,66
JZI,Airlines,Online,Basic Plan,No,40,JAPAN,35,12.25,M,34
JZI,Airlines,Online,Basic Plan,No,20,PHILIPPINES,18,6.3,F,35
JZI,Airlines,Online,Basic Plan,No,12,MALAYSIA,18,6.3,F,40
JZI,Airlines,Online,Basic Plan,No,100,THAILAND,33,11.55,M,58
JZI,Airlines,Online,Value Plan,No,32,AUSTRALIA,83,29.05,M,52
JZI,Airlines,Online,Value Plan,No,4,UNITED STATES,55,19.25,M,25
CBH,Travel Agency,Offline,Comprehensive Plan,No,75,THAILAND,29,9.57,M,70
ART,Airlines,Online,24 Protect,No,6,PHILIPPINES,39.85,13.95,M,48
C2B,Airlines,Online,Silver Plan,No,3,SINGAPORE,25.9,6.47,M,28
C2B,Airlines,Online,Silver Plan,No,26,SINGAPORE,76.3,19.07,M,70
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,28,AUSTRALIA,49.5,29.7,,45
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,34,THAILAND,0,41.58,,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,13,MALAYSIA,19.8,11.88,,47
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,146,AUSTRALIA,69.3,41.58,,30
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,31,MALAYSIA,49.5,29.7,,27
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,54,AUSTRALIA,59.4,35.64,,42
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,7,CANADA,69.3,41.58,,52
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,43,AUSTRALIA,168.3,100.98,,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,22,THAILAND,29.7,17.82,,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,7,THAILAND,0,35.64,,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,10,JAPAN,0,17.82,,41
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,33,ITALY,39.6,23.76,,57
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,28,AUSTRALIA,0,17.82,,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,28,AUSTRALIA,19.8,11.88,,38
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9,THAILAND,39.6,23.76,,39
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,63,MALAYSIA,29.7,17.82,,37
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,34,NEW ZEALAND,69.3,41.58,,32
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,23,SINGAPORE,0,23.76,,53
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,23,MALAYSIA,29.7,17.82,,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,99,ITALY,49.5,29.7,,40
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,51,ICELAND,99,59.4,,28
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,13,PORTUGAL,59.4,35.64,,61
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,49,INDIA,28,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,29,JAPAN,43,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,46,ISRAEL,0,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,35,NEW ZEALAND,98,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,36,HONG KONG,20,0,,28
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,27,INDIA,54,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,49,ISRAEL,112,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25,INDIA,54,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22,SINGAPORE,48,0,,35
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,133,"KOREA, REPUBLIC OF",47,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,32,HONG KONG,21,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12,THAILAND,20,0,,40
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,97,JAPAN,38,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13,MYANMAR,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,57,VIET NAM,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,CHINA,25,0,,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,82,AUSTRALIA,72,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,266,THAILAND,31,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,83,PHILIPPINES,27,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,147,MALAYSIA,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15,THAILAND,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,83,MYANMAR,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,AUSTRALIA,52,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,28,AUSTRALIA,73,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,43,HONG KONG,29,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,91,AUSTRALIA,51,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,180,INDONESIA,23,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,32,INDIA,39,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,49,THAILAND,20,0,,28
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,92,UNITED KINGDOM,79,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Yes,24,LAO PEOPLE'S DEMOCRATIC REPUBLIC,21,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,41,GERMANY,99,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,MALAYSIA,22,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,43,THAILAND,26,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,SINGAPORE,20,0,,28
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,THAILAND,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24,ROMANIA,94,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,26,THAILAND,23,0,,38
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,THAILAND,28,0,,44
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13,INDONESIA,20,0,,44
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15,INDIA,37,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,64,UNITED STATES,192,0,,58
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,126,MALAYSIA,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14,INDONESIA,33,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14,HONG KONG,40,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,69,UNITED STATES,112,0,,44
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,LAO PEOPLE'S DEMOCRATIC REPUBLIC,36,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,PHILIPPINES,23,0,,29
EPX,Travel Agency,Online,Cancellation Plan,No,102,SINGAPORE,10,0,,32
EPX,Travel Agency,Online,Cancellation Plan,No,273,UNITED STATES,64,0,,26
EPX,Travel Agency,Online,Cancellation Plan,No,82,JAPAN,26,0,,40
EPX,Travel Agency,Online,Cancellation Plan,No,1,THAILAND,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,35,CHINA,15,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,42,THAILAND,11,0,,31
EPX,Travel Agency,Online,Cancellation Plan,No,5,VIET NAM,80,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,8,VIET NAM,80,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,INDONESIA,17,0,,38
EPX,Travel Agency,Online,Cancellation Plan,No,10,JAPAN,24,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,51,INDONESIA,10,0,,40
EPX,Travel Agency,Online,Cancellation Plan,No,50,MALAYSIA,21,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,2,KENYA,24,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,10,NEW ZEALAND,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,19,INDIA,36,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,50,"TAIWAN, PROVINCE OF CHINA",10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,45,HONG KONG,11,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,37,MALAYSIA,10,0,,25
EPX,Travel Agency,Online,Cancellation Plan,No,25,SINGAPORE,63,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,44,CHINA,45,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,23,NEPAL,28,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,CAMBODIA,23,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,40,SINGAPORE,22,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,42,CHINA,28,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,65,"KOREA, REPUBLIC OF",25,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,CHINA,19,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,144,"KOREA, REPUBLIC OF",35,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,103,UNITED STATES,16,0,,42
EPX,Travel Agency,Online,Cancellation Plan,No,70,SINGAPORE,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,SINGAPORE,10,0,,31
EPX,Travel Agency,Online,Cancellation Plan,No,12,MALAYSIA,10,0,,45
EPX,Travel Agency,Online,Cancellation Plan,No,17,INDONESIA,10,0,,45
EPX,Travel Agency,Online,Cancellation Plan,No,34,VIET NAM,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,8,CAMBODIA,14,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,12,PHILIPPINES,30,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,127,UNITED STATES,80,0,,64
EPX,Travel Agency,Online,Cancellation Plan,No,4,THAILAND,10,0,,67
EPX,Travel Agency,Online,Cancellation Plan,No,125,JAPAN,35,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,"KOREA, REPUBLIC OF",21,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,21,INDONESIA,43,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,31,MALAYSIA,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,41,UNITED STATES,19,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,THAILAND,15,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,CHINA,24,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,13,INDONESIA,11,0,,37
EPX,Travel Agency,Online,Cancellation Plan,No,26,CHINA,62,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,175,UNITED KINGDOM,60,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,78,ITALY,67,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,66,SWITZERLAND,40,0,,30
EPX,Travel Agency,Online,Cancellation Plan,No,274,GEORGIA,69,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,INDONESIA,22,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,275,CANADA,74,0,,28
EPX,Travel Agency,Online,Cancellation Plan,No,12,CAMBODIA,17,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,51,TURKEY,42,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,30,INDIA,16,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,23,NEPAL,20,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,34,SINGAPORE,23,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2,INDONESIA,66,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,19,AUSTRALIA,20,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,70,SINGAPORE,20,0,,76
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,10,ROMANIA,92,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,15,SWEDEN,63,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,6,SINGAPORE,20,0,,42
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,14,SINGAPORE,20,0,,36
JWT,Airlines,Online,Value Plan,No,23,INDIA,78,31.2,M,118
JWT,Airlines,Online,Value Plan,No,58,INDIA,31,12.4,M,118
JWT,Airlines,Online,Value Plan,No,23,INDIA,78,31.2,F,118
KML,Travel Agency,Online,Premier Plan,No,16,INDONESIA,83,31.54,M,48
SSI,Airlines,Online,Ticket Protector,No,35,SINGAPORE,5.92,1.66,,48
SSI,Airlines,Online,Ticket Protector,No,113,SINGAPORE,5.08,1.43,,48
SSI,Airlines,Online,Ticket Protector,No,7,SINGAPORE,0.58,0.16,,48
JZI,Airlines,Online,Basic Plan,No,37,PHILIPPINES,22,7.7,F,45
JZI,Airlines,Online,Basic Plan,No,14,INDONESIA,18,6.3,F,25
JZI,Airlines,Online,Basic Plan,No,7,VIET NAM,22,7.7,M,72
JZI,Airlines,Online,Basic Plan,No,70,CHINA,40,14,F,54
JZI,Airlines,Online,Basic Plan,No,181,INDONESIA,37,12.95,F,32
JZI,Airlines,Online,Basic Plan,No,7,THAILAND,18,6.3,M,16
JZI,Airlines,Online,Basic Plan,No,14,INDONESIA,22,7.7,M,44
JZI,Airlines,Online,Basic Plan,No,5,THAILAND,22,7.7,M,46
JZI,Airlines,Online,Value Plan,No,30,UNITED STATES,121,42.35,M,40
JZI,Airlines,Online,Value Plan,No,18,AUSTRALIA,58,20.3,F,35
JZI,Airlines,Online,Value Plan,No,34,CHINA,92,32.2,F,32
C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,27,6.75,F,34
C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,0,12.94,M,40
C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,44.25,11.06,M,40
C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,36.75,9.19,F,33
C2B,Airlines,Online,Silver Plan,No,21,SINGAPORE,62.25,15.56,M,34
C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,37.5,9.38,M,25
C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,27.75,6.94,M,70
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4,AUSTRALIA,39.6,23.76,,29
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6,MALAYSIA,29.7,17.82,,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,10,UNITED STATES,69.3,41.58,,54
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,15,UNITED STATES,148.5,89.1,,44
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4,MALAYSIA,19.8,11.88,,48
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,68,AUSTRALIA,49.5,29.7,,38
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,29,"KOREA, REPUBLIC OF",29.7,17.82,,24
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,158,"KOREA, REPUBLIC OF",39.6,23.76,,64
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,1,MALAYSIA,9.9,5.94,,37
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,154,AUSTRALIA,108.9,65.34,,41
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4,MALAYSIA,29.7,17.82,,44
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,149,SWITZERLAND,59.4,35.64,,40
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,155,ITALY,39.6,23.76,,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,21,FINLAND,79.2,47.52,,41
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,112,AUSTRALIA,108.9,65.34,,41
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,7,ITALY,0,41.58,,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,7,MALAYSIA,29.7,17.82,,66
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,26,"TAIWAN, PROVINCE OF CHINA",19.8,11.88,,28
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,99,NETHERLANDS,188.1,112.86,,56
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,13,SOUTH AFRICA,99,59.4,,58
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,2,SINGAPORE,9.9,5.94,,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,23,SINGAPORE,49.5,29.7,,48
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,66,AUSTRALIA,69.3,41.58,,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,117,AUSTRALIA,89.1,53.46,,37
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,56,SWITZERLAND,67,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,27,CHINA,46,0,,43
